name,gifFront,gifBack,cry,experienceGroup,hp,elements,attack,defense,magicalAttack,magicalDefense,speed,description
Genesect,649.gif,649b.gif,649.ogg,SLOW,71,"BUG,STEEL",120,95,120,95,99,"This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back."
Chespin,650.gif,650b.gif,650.ogg,MEDIUM_SLOW,56,GRASS,61,65,48,45,38,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
Quilladin,651.gif,651b.gif,651.ogg,MEDIUM_SLOW,61,GRASS,78,95,56,58,57,"It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills."
Chesnaught,652.gif,652b.gif,652.ogg,MEDIUM_SLOW,88,"GRASS,FIGHTING",107,122,74,75,64,"Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body."
Fennekin,653.gif,653b.gif,653.ogg,MEDIUM_SLOW,40,FIRE,45,40,62,60,60,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
Braixen,654.gif,654b.gif,654.ogg,MEDIUM_SLOW,59,FIRE,59,58,90,70,73,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
Delphox,655.gif,655b.gif,655.ogg,MEDIUM_SLOW,75,"FIRE,PSYCHIC",69,72,114,100,104,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
Froakie,656.gif,656b.gif,656.ogg,MEDIUM_SLOW,41,WATER,56,40,62,44,71,"It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked."
Frogadier,657.gif,657b.gif,657.ogg,MEDIUM_SLOW,54,WATER,63,52,83,56,97,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
Greninja,658.gif,658b.gif,658.ogg,MEDIUM_SLOW,72,"WATER,DARK",95,67,103,71,122,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
Bunnelby,659.gif,659b.gif,659.ogg,MEDIUM,38,NORMAL,36,38,32,36,57,"They use their large ears to dig burrows. They will dig the whole night through."
Diggersby,660.gif,660b.gif,660.ogg,MEDIUM,85,"NORMAL,GROUND",56,77,50,77,78,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
Fletchling,661.gif,661b.gif,661.ogg,MEDIUM_SLOW,45,"NORMAL,FLYING",50,43,40,38,62,"These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements."
Fletchinder,662.gif,662b.gif,662.ogg,MEDIUM_SLOW,62,"FIRE,FLYING",73,55,56,52,84,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
Talonflame,663.gif,663b.gif,663.ogg,MEDIUM_SLOW,78,"FIRE,FLYING",81,71,74,69,126,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
Scatterbug,664.gif,664b.gif,664.ogg,MEDIUM,38,BUG,35,40,27,25,35,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
Spewpa,665.gif,665b.gif,665.ogg,MEDIUM,45,BUG,22,60,27,30,29,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
Vivillon,666.gif,666b.gif,666.ogg,MEDIUM,80,"BUG,FLYING",52,50,90,50,89,"Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat."
Litleo,667.gif,667b.gif,667.ogg,MEDIUM_SLOW,62,"FIRE,NORMAL",50,58,73,54,72,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
Pyroar,668.gif,668b.gif,668.ogg,MEDIUM_SLOW,86,"FIRE,NORMAL",68,72,109,66,106,"The male with the largest mane of fire is the leader of the pride."
Flabebe,669.gif,669b.gif,669.ogg,MEDIUM,44,FAIRY,38,39,61,79,42,"It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body."
Floette,670.gif,670b.gif,670.ogg,MEDIUM,54,FAIRY,45,47,75,98,52,"It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle."
Florges,671.gif,671b.gif,671.ogg,MEDIUM,78,FAIRY,65,68,112,154,75,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
Skiddo,672.gif,672b.gif,672.ogg,MEDIUM,66,GRASS,65,48,62,57,52,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
Gogoat,673.gif,673b.gif,673.ogg,MEDIUM,123,GRASS,100,62,97,81,68,"It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being."
Pancham,674.gif,674b.gif,674.ogg,MEDIUM,67,FIGHTING,82,62,46,48,43,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
Pangoro,675.gif,675b.gif,675.ogg,MEDIUM,95,"FIGHTING,DARK",124,78,69,71,58,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
Furfrou,676.gif,676b.gif,676.ogg,MEDIUM,75,NORMAL,80,60,65,90,102,"Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements."
Espurr,677.gif,677b.gif,677.ogg,MEDIUM,62,PSYCHIC,48,54,63,60,68,"The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out."
Meowstic,678.gif,678b.gif,678.ogg,MEDIUM,74,PSYCHIC,48,76,83,81,104,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
Honedge,679.gif,679b.gif,679.ogg,MEDIUM,45,"STEEL,GHOST",80,100,35,37,28,"Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force."
Doublade,680.gif,680b.gif,680.ogg,MEDIUM,59,"STEEL,GHOST",110,150,45,49,35,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
Aegislash,681.gif,681b.gif,681.ogg,MEDIUM,60,"STEEL,GHOST",50,150,50,150,60,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
Spritzee,682.gif,682b.gif,682.ogg,MEDIUM,78,FAIRY,52,60,63,65,23,"It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten."
Aromatisse,683.gif,683b.gif,683.ogg,MEDIUM,101,FAIRY,72,72,99,89,29,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
Swirlix,684.gif,684b.gif,684.ogg,MEDIUM,62,FAIRY,48,66,59,57,49,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
Slurpuff,685.gif,685b.gif,685.ogg,MEDIUM,82,FAIRY,80,86,85,75,72,"It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work."
Inkay,686.gif,686b.gif,686.ogg,MEDIUM,53,"DARK,PSYCHIC",54,53,37,46,45,"Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight."
Malamar,687.gif,687b.gif,687.ogg,MEDIUM,86,"DARK,PSYCHIC",92,88,68,75,73,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
Binacle,688.gif,688b.gif,688.ogg,MEDIUM,42,"ROCK,WATER",52,67,39,56,50,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
Barbaracle,689.gif,689b.gif,689.ogg,MEDIUM,72,"ROCK,WATER",105,115,54,86,68,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
Skrelp,690.gif,690b.gif,690.ogg,MEDIUM,50,"POISON,WATER",60,60,60,60,30,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
Dragalge,691.gif,691b.gif,691.ogg,MEDIUM,65,"POISON,DRAGON",75,90,97,123,44,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
Clauncher,692.gif,692b.gif,692.ogg,SLOW,50,WATER,53,62,58,63,44,"They knock down flying prey by firing compressed water from their massive claws like shooting a pistol."
Clawitzer,693.gif,693b.gif,693.ogg,SLOW,71,WATER,73,88,120,89,59,"Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls."
Helioptile,694.gif,694b.gif,694.ogg,MEDIUM,44,"ELECTRIC,NORMAL",38,33,61,43,70,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
Heliolisk,695.gif,695b.gif,695.ogg,MEDIUM,62,"ELECTRIC,NORMAL",55,52,109,94,109,"They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper."
Tyrunt,696.gif,696b.gif,696.ogg,MEDIUM,58,"ROCK,DRAGON",89,77,45,45,48,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
Tyrantrum,697.gif,697b.gif,697.ogg,MEDIUM,82,"ROCK,DRAGON",121,119,69,59,71,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
Amaura,698.gif,698b.gif,698.ogg,MEDIUM,77,"ROCK,ICE",59,50,67,63,46,"This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years."
Aurorus,699.gif,699b.gif,699.ogg,MEDIUM,123,"ROCK,ICE",77,72,99,92,58,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
Sylveon,700.gif,700b.gif,700.ogg,MEDIUM,95,FAIRY,65,65,110,130,60,"It sends a soothing aura from its ribbonlike feelers to calm fights."
Hawlucha,701.gif,701b.gif,701.ogg,MEDIUM,78,"FIGHTING,FLYING",92,75,74,63,118,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
Dedenne,702.gif,702b.gif,702.ogg,MEDIUM,67,"ELECTRIC,FAIRY",58,57,81,67,101,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
Carbink,703.gif,703b.gif,703.ogg,SLOW,50,"ROCK,FAIRY",50,150,50,150,50,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
Goomy,704.gif,704b.gif,704.ogg,SLOW,45,DRAGON,50,35,55,75,40,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
Sliggoo,705.gif,705b.gif,705.ogg,SLOW,68,DRAGON,75,53,83,113,60,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
Goodra,706.gif,706b.gif,706.ogg,SLOW,90,DRAGON,100,70,110,150,80,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
Klefki,707.gif,707b.gif,707.ogg,FAST,57,"STEEL,FAIRY",80,91,80,87,75,"These key collectors threaten any attackers by fiercely jingling their keys at them."
Phantump,708.gif,708b.gif,708.ogg,MEDIUM,43,"GHOST,GRASS",70,48,50,60,38,"These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests."
Trevenant,709.gif,709b.gif,709.ogg,MEDIUM,85,"GHOST,GRASS",110,76,65,82,56,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
Pumpkaboo,710.gif,710b.gif,710.ogg,MEDIUM,49,"GHOST,GRASS",66,70,44,55,51,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
Gourgeist,711.gif,711b.gif,711.ogg,MEDIUM,65,"GHOST,GRASS",90,122,58,75,84,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
Bergmite,712.gif,712b.gif,712.ogg,MEDIUM,55,ICE,69,85,32,35,28,"It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice."
Avalugg,713.gif,713b.gif,713.ogg,MEDIUM,95,ICE,117,184,44,46,28,"Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way."
Noibat,714.gif,714b.gif,714.ogg,MEDIUM,40,"FLYING,DRAGON",30,35,45,40,55,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
Noivern,715.gif,715b.gif,715.ogg,MEDIUM,85,"FLYING,DRAGON",70,80,97,80,123,"They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark."
Xerneas,716.gif,716b.gif,716.ogg,SLOW,126,FAIRY,131,95,131,98,99,"Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival."
Yveltal,717.gif,717b.gif,717.ogg,SLOW,126,"DARK,FLYING",131,95,131,98,99,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
Zygarde,718.gif,718b.gif,718.ogg,SLOW,108,"DRAGON,GROUND",100,121,81,95,95,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
Diancie,719.gif,719b.gif,719.ogg,SLOW,50,"ROCK,FAIRY",100,150,100,150,50,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
Hoopa,720.gif,720b.gif,720.ogg,SLOW,80,"PSYCHIC,GHOST",110,60,150,130,70,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
Volcanion,721.gif,721b.gif,721.ogg,SLOW,80,"FIRE,WATER",110,120,130,90,70,"It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread."
